CustomerID,DateDiff,Frequency,Monetary
405,444,1305,3445488
406,291,378,122502
407,374,1000,8388555
408,669,339,1827433
409,398,223,1238972
410,139,1075,6848347
411,578,205,6076801
412,546,146,9743183
413,558,34,4005080
414,449,205,5940822
415,389,1425,2276353
416,441,283,7090365
417,452,720,6353305
418,162,260,7463683
419,263,224,147995
420,636,39,9650478
421,416,609,4309477
422,289,56,3679799
423,113,599,7238666
424,268,1430,1911632
425,114,48,5757736
426,568,137,726391
427,224,53,1303591
428,377,1101,2942984
429,141,450,6070011
430,121,1228,9585314
431,101,330,2072570
432,162,1151,8875473
433,434,836,848281
434,214,15,5417093
435,246,1022,6237722
436,45,198,1442158
437,407,887,3981293
438,682,856,1763626
439,560,383,8436173
440,209,562,9466747
441,250,277,9507605
442,497,29,8003192
443,361,1278,6611885
444,691,1281,9640655
445,200,292,5846674
446,133,209,7278526
447,17,1106,9027343
448,176,319,5755660
449,684,1400,4645451
450,205,1332,5740934
451,139,993,9143729
452,667,444,1725524
453,266,811,7595806
454,681,914,1250277
455,363,394,7389252
456,620,763,2425922
457,252,304,5350370
458,321,1243,1998582
459,594,344,6567530
460,150,102,677502
461,674,115,5051417
462,423,809,2738323
463,451,1404,9106100
464,368,1068,6776908
465,393,569,6342336
466,520,594,3659614
467,716,562,8371048
468,390,156,5654076
469,623,1360,4029049
470,633,1209,1337094
471,451,991,4715290
472,81,1101,5892251
473,183,432,5096870
474,378,37,3399824
475,426,50,5896613
476,518,307,9879087
477,635,1278,6884698
478,264,144,7799138
479,533,382,3863176
480,45,834,2794248
481,93,162,5723300
482,188,337,6938963
483,713,560,8351374
484,581,1390,636047
485,583,183,3666730
486,250,1258,3433877
487,625,1377,2141109
488,505,598,1699944
489,120,591,9139146
490,320,1296,8671852
491,697,758,5381533
492,260,1078,7082144
493,705,517,6369414
494,650,1198,6363644
495,413,598,4826351
496,671,1398,3980058
497,411,80,5034823
498,541,830,5286223
499,597,824,7457900
500,504,1110,4627477
501,489,1051,4504122
502,605,1328,4980186
503,167,1215,7812633
504,541,634,9769768
505,61,1430,6191805
506,449,157,7712191
507,466,645,3988796
508,273,202,4010762
509,382,1318,2656720
510,27,1406,559058
511,82,981,2749897
512,430,1383,1014018
513,300,26,3195206
514,253,584,8934237
515,430,200,7178033
516,581,694,6329019
517,711,750,6755907
518,164,1341,8426094
519,207,430,4656321
520,476,1335,3585347
521,153,754,7381373
522,395,1103,406066
523,696,857,6664898
524,717,808,3901477
525,188,1210,7109378
526,698,181,9676465
527,244,587,7773943
528,384,226,6798869
529,675,580,6917752
530,491,421,4184481
531,160,464,2007394
532,716,899,2506191
533,10,262,1839192
534,553,1384,5262541
535,692,521,2926837
536,641,1232,659377
537,79,665,8837910
538,217,53,6762169
539,121,243,6196676
540,321,904,5214173
541,13,1088,2639064
542,325,947,3807910
543,494,763,6844858
544,247,1233,3366147
545,506,1062,9403123
546,429,764,9724641
547,245,497,7348425
548,61,94,7875573
549,464,289,6696091
550,171,51,6792160
551,407,8,3295250
552,589,813,4719781
553,347,1403,202224
554,451,501,7731807
555,114,591,6392991
556,587,253,4670537
557,201,644,1889362
558,410,201,7317108
559,388,1258,9584305
560,278,444,9300901
561,188,651,1336013
562,206,522,5565998
563,615,318,1568051
564,40,820,8451468
565,353,1383,7750827
566,495,1087,5739350
567,628,571,3115021
568,600,1417,8585793
569,256,223,9647298
570,660,190,7530872
571,59,1055,8408130
572,216,258,1708854
573,56,914,9453046
574,557,714,950390
575,668,1318,1029793
576,229,552,8180176
577,679,519,9757732
578,254,390,1521224
579,522,1255,5519539
580,398,25,5748662
581,305,198,5899749
582,270,1139,1190996
583,617,885,2022144
584,438,942,9311906
585,681,1283,2307233
586,536,302,2288195
587,39,1118,784886
588,459,1231,67258
589,279,320,6732481
590,422,1072,747464
591,20,743,3450697
592,147,1288,5265076
593,668,447,7963829
594,178,32,9555786
595,66,946,9734119
596,628,993,2340487
597,683,801,9020541
598,477,133,6260265
599,463,1039,3153623
600,512,619,6990508
601,220,1033,7688886
602,665,1370,117846
603,670,215,5639305
604,299,178,4949378
605,668,723,1993391
606,61,524,3608201
607,285,1283,102566
608,228,440,7186203
609,277,1431,2008193
610,44,750,3603512
611,35,794,2062327
612,398,87,6492971
613,635,911,7139667
614,111,730,6164473
615,602,1162,1826362
616,639,974,2779329
617,612,59,8882871
618,213,400,8131051
619,425,363,6974144
620,510,568,987889
621,575,236,7045104
622,208,1218,1137627
623,481,670,6486358
624,279,873,8132239
625,23,1435,2307664
626,121,756,6625297
627,511,620,1736983
628,519,615,1616397
629,309,736,5884206
630,385,1004,9996486
631,668,1367,972479
632,517,127,9586481
633,10,65,9729880
634,7,440,5368892
635,390,1221,7589581
636,567,1026,3222955
637,245,116,9365723
638,676,649,3744457
639,716,565,1198685
640,221,1142,6861741
641,589,822,4825738
642,437,443,6545528
643,277,829,5481521
644,237,1236,4180516
645,1,1287,666183
646,380,488,9187863
647,625,1,9582515
648,188,49,3857655
649,664,765,255611
650,325,1208,9396030
651,147,112,9126939
652,319,337,6228489
653,42,1098,7114449
654,698,84,3439382
655,196,830,9700057
656,216,970,8560062
657,604,1045,3155527
658,458,7,6092697
659,274,734,9246443
660,657,1172,1868927
661,242,976,6892415
662,189,618,291907
663,656,317,614849
664,226,307,2851935
665,504,1281,5376810
666,218,329,3159605
667,519,1109,9916161
668,91,379,6606313
669,329,1243,2653909
670,43,370,9839097
671,497,820,380750
672,597,1100,8915777
673,244,1298,6135094
674,529,4,5435448
675,223,1285,9138565
676,300,1416,8784852
677,48,582,4249738
678,487,875,1727855
679,8,25,8105349
680,277,1269,3178590
681,651,983,107297
682,211,60,3719941
683,379,410,3413618
684,248,1204,6085076
685,557,767,9181978
686,386,270,6572352
687,423,116,8591147
688,197,233,1863346
689,176,728,6532298
690,355,570,1798497
691,502,1362,2704151
692,671,1200,4633873
693,492,324,9639076
694,411,1144,8916158
695,237,105,6377077
696,21,286,4740674
697,112,1124,8279779
698,438,916,58725
699,458,388,1230020
700,173,383,3629341
701,371,360,2340721
702,357,1188,2981253
703,11,394,7025267
704,187,112,4043972
705,572,892,6241578
706,426,1187,8991069
707,335,414,5871150
708,646,713,7163186
709,345,261,3549602
710,427,178,8107367
711,380,593,9952362
712,645,1157,8318965
713,688,678,3576202
714,63,498,1825459
715,30,161,8234356
716,275,741,4703605
717,530,1174,246101
718,218,624,5891232
719,51,873,9940989
720,640,159,5466676
721,305,1177,9497000
722,145,1041,3439184
723,592,898,8999754
724,489,916,879712
725,10,483,4758597
726,352,1148,4042776
727,219,424,8972268
728,6,375,7747589
729,487,750,1796014
730,714,701,1043758
731,696,559,2042595
732,0,845,1092615
733,404,803,3059730
734,162,990,7292762
735,685,265,4312213
736,381,176,6364165
737,196,838,9082737
738,628,702,6189947
739,224,1106,7197731
740,643,907,2216085
741,180,30,8080419
742,417,142,3919252
743,411,201,1586051
744,56,1301,717127
745,566,1154,3810039
746,582,286,6349955
747,530,635,2449147
748,629,76,6913481
749,660,1222,2070540
750,203,21,9382989
751,349,456,5710284
752,277,211,6412890
753,51,685,4152286
754,318,1072,8157692
755,489,918,4222801
756,590,400,5570779
757,74,222,5766666
758,105,1072,4549761
759,427,594,8375677
760,578,1004,4060509
761,136,1349,3345178
762,675,391,5614855
763,212,500,2214918
764,230,399,4262260
765,461,1013,1511500
766,241,481,619576
767,673,1408,5607636
768,296,584,5604343
769,222,746,1176550
770,234,560,8783139
771,456,1104,2188941
772,532,480,8646983
773,432,1313,9296302
774,520,258,9030819
775,7,978,503313
776,76,358,500624
777,163,572,6986477
778,127,314,4255366
779,29,281,6028125
780,648,252,51301
781,33,650,9465737
782,326,366,701240
783,392,803,4194489
784,611,1329,6421080
785,329,868,9907937
786,0,1011,2965797
787,285,1400,6759104
788,2,405,7221799
789,238,485,2751805
790,35,415,5009151
791,130,1107,8198732
792,572,178,6015766
793,169,12,1238313
794,10,613,6455334
795,70,1247,4908145
796,144,817,31607
797,430,297,5259184
798,550,711,3929874
799,431,741,3298688
800,620,647,4683620
801,225,758,8306622
802,345,29,9958284
803,710,985,6313026
804,280,181,5811805
805,338,1215,5391325
806,106,66,7888352
807,2,1252,3079217
808,713,729,2977304
809,56,436,9907735
810,313,1181,4802597
811,407,1273,4229266
812,688,529,3066811
813,719,1109,1150378
814,662,57,3225938
815,704,254,8558029
816,579,810,833823
817,122,221,9514618
818,206,815,4838785
819,678,1316,2386709
820,136,1291,1172947
821,471,1315,879549
822,445,1377,4681424
823,461,409,6341638
824,461,357,6253582
825,347,937,8775402
826,677,489,1351596
827,426,359,5079517
828,514,568,1588116
829,301,1234,4226263
830,564,956,2677389
831,42,894,8715313
832,488,459,540775
833,701,173,6952447
834,224,1411,8536942
835,9,1016,2067565
836,678,314,14963
837,436,703,7381964
838,505,364,3937023
839,380,176,373727
840,714,1284,9218123
841,5,1148,4669892
842,274,542,916740
843,710,1356,3605315
844,263,1154,6061602
845,500,733,9446111
846,93,1437,7474017
847,264,343,2304558
848,420,1330,7636634
849,450,922,8217264
850,685,158,2075523
851,262,717,4776325
852,286,19,4662065
853,535,1136,5739097
854,240,425,6936461
855,366,546,5255142
856,581,1246,7236640
857,193,933,6343077
858,222,1196,6894499
859,586,680,7793662
860,372,1005,4115122
861,695,344,4289291
862,353,915,8658050
863,93,720,7659933
864,447,282,3223649
865,222,1211,1470876
866,370,1292,6345765
867,313,667,2185021
868,243,403,8576157
869,227,482,2288626
870,140,504,8063971
871,15,266,679810
872,704,483,9558531
873,400,621,4177441
874,47,574,8686034
875,233,392,2297552
876,338,1032,7067816
877,154,1402,150484
878,198,612,8507217
879,415,15,1797903
880,491,514,6877502
881,377,1132,9857343
882,165,1333,361740
883,505,670,2600277
884,695,124,8063184
885,261,360,8013395
886,640,189,3800588
887,497,150,3857229
888,301,832,4717648
889,257,664,3192984
890,199,193,9174188
891,355,522,419327
892,663,1066,2960628
893,215,45,3855453
894,605,431,3870293
895,520,937,266662
896,462,1248,8231768
897,186,54,8371274
898,29,1122,3585538
899,309,683,83088
900,262,310,8416326
901,327,387,3216724
902,68,140,8888357
903,549,1346,1862956
904,8,486,5315342
905,538,613,8105184
906,83,1126,5520619
907,655,870,852257
908,708,357,4038740
909,4,277,9746610
910,357,199,9697481
911,293,480,1353325
912,267,1337,9604740
913,83,1170,2546555
914,663,379,4533588
915,601,1268,4905510
916,227,904,2818959
917,422,1312,16439
918,214,228,7307729
919,644,863,5953968
920,496,291,7983861
921,700,394,3133453
922,642,39,6057527
923,369,709,694429
924,443,1140,7965624
925,668,666,5688314
926,678,1,9684724
927,390,450,6852465
928,451,903,8797824
929,595,630,3434419
930,611,1408,9496265
931,312,649,8924084
932,447,253,5131487
933,541,890,7197617
934,477,472,5660091
935,681,346,815744
936,152,677,3179341
937,271,1430,7935631
938,547,645,6394285
939,439,544,1444868
940,45,1258,4072128
941,162,521,9528708
942,623,1055,4764592
943,625,312,9407516
944,625,264,2225817
945,315,965,6416303
946,416,1159,1864239
947,715,782,2062610
948,416,265,1247176
949,567,975,1075608
950,116,1238,8881790
951,156,997,3332868
952,219,1385,3687457
953,174,1428,7199202
954,506,359,1073390
955,423,182,7390569
956,698,14,608907
957,498,1340,6584698
958,495,17,3492080
959,55,1144,5393697
960,638,876,4487998
961,316,337,1471891
962,612,932,4134226
963,0,689,3925898
964,209,1007,2342678
965,266,249,751279
966,439,630,3442501
967,217,1358,1050045
968,300,1422,1113797
969,299,115,6833608
970,174,237,79416
971,170,1338,1084992
972,387,1259,8489485
973,213,944,6304501
974,409,32,5082636
975,314,1387,8544418
976,439,617,4212562
977,462,386,8434130
978,305,675,8973755
979,218,317,6554706
980,122,683,6944607
981,338,360,490503
982,46,723,10004
983,65,624,7852477
984,103,417,6871883
985,600,313,6322281
986,57,1210,8439238
987,398,109,5787346
988,38,318,712362
989,156,333,5433213
990,284,618,6875019
991,270,1316,8381472
992,11,1329,1316033
993,507,892,549685
994,127,581,2222928
995,700,1045,3899249
996,79,585,8561422
997,188,1187,3743125
998,246,86,7936128
999,54,604,8464100
1000,395,1214,1037340
1001,488,367,7092487
1002,661,186,576368
1003,277,433,5727526
1004,658,566,2276082
1005,444,223,2884551
1006,274,483,5417670
1007,701,350,8876598
1008,571,1006,7482384
1009,353,813,4435131
1010,588,434,4186414
1011,370,396,2373694
1012,235,1200,996488
1013,410,218,6112997
1014,239,625,8335411
1015,2,687,5042932
1016,604,753,3512182
1017,113,1216,4938872
1018,510,445,4920854
1019,277,1421,3775769
1020,159,131,4393165
1021,464,339,3541745
1022,631,568,3840437
1023,582,743,4377030
1024,451,736,4605736
1025,46,854,5085786
1026,245,1174,4585041
1027,579,814,6495468
1028,282,538,2116572
1029,511,727,4172339
1030,469,741,7192000
1031,566,1247,5920671
1032,89,192,5092152
1033,180,1162,4684581
1034,321,450,3519884
1035,202,904,8709977
1036,337,442,7033078
1037,625,1026,8489244
1038,716,586,8080142
1039,648,1157,9116295
1040,543,1238,8920858
1041,455,92,2198719
1042,98,101,9247041
1043,224,1388,7134100
1044,580,716,2018854
1045,630,796,2501804
1046,413,619,3648129
1047,230,486,4529528
1048,373,1316,6085068
1049,336,938,4898856
1050,196,292,8326970
1051,28,1365,4518726
1052,95,996,6615979
1053,619,319,5349677
1054,687,210,1424340
1055,468,25,7507989
1056,506,1288,9498989
1057,527,351,6000927
1058,577,237,2531440
1059,318,781,9833393
1060,142,693,3920336
1061,311,1248,3460721
1062,651,112,6061449
1063,696,101,4853980
1064,538,1099,2719029
1065,250,1259,9673068
1066,83,160,7677578
1067,398,595,8842591
1068,363,392,7846572
1069,524,288,8979036
1070,133,1310,9255673
1071,74,818,6375012
1072,531,772,6936380
1073,523,784,6013021
1074,332,390,1656031
1075,448,1262,8213430
1076,11,1222,8844534
1077,228,408,7616423
1078,144,1301,359257
1079,223,675,1220957
1080,686,1327,4354444
1081,652,860,3435767
1082,515,21,3787594
1083,314,316,5298797
1084,354,1311,5344431
1085,687,471,7020186
1086,105,843,2195856
1087,288,1348,7788781
1088,636,428,3083618
1089,510,701,9139400
1090,677,315,6653068
1091,692,1328,3350500
1092,614,137,8979356
1093,712,1409,166080
1094,98,175,9592082
1095,328,249,5846806
1096,251,1028,5841398
1097,12,36,5271962
1098,593,1032,6283003
1099,188,1263,3255879
1100,648,396,2041207
1101,163,941,4049950
1102,613,1049,6976177
1103,86,50,2556750
1104,438,600,3551716
1105,16,1117,2267250
1106,89,202,7760374
1107,21,177,1653313
1108,232,1026,3720893
1109,675,799,5466653
1110,711,1017,826817
1111,79,1339,8312841
1112,204,539,9291954
1113,642,298,6821718
1114,272,247,8797972
1115,22,1186,438751
1116,525,261,5688619
1117,121,932,7908134
1118,143,272,8516895
1119,109,1125,2022093
1120,439,1403,2847203
1121,257,851,7262674
1122,578,148,6736940
1123,686,936,7318571
1124,230,363,3481665
1125,398,971,8570504
1126,175,521,4539088
1127,83,860,454349
1128,473,1308,6343294
1129,10,1102,9146960
1130,396,207,9530665
1131,325,109,1211892
1132,524,1036,4425414
1133,286,1147,8500617
1134,551,749,1715574
1135,546,778,5887
1136,714,740,4122349
1137,107,554,7384656
1138,394,1431,97543
1139,505,1391,3256695
1140,77,1084,7563394
1141,404,1247,8401809
1142,533,630,2164110
1143,124,500,5243408
1144,111,390,4820875
1145,37,967,9145931
1146,433,1358,9032200
1147,246,653,2216894
1148,2,1072,4305705
1149,554,1045,8553114
1150,264,334,7192437
1151,165,323,4321862
1152,51,230,6503626
1153,39,1151,2973829
1154,316,314,109112
1155,119,187,8683047
1156,489,1186,2693092
1157,486,45,8865734
1158,375,1341,6797282
1159,345,1384,3023401
1160,487,61,5914581
1161,341,1171,8881784
1162,584,709,7507055
1163,647,255,9490448
1164,162,253,1939263
1165,284,714,8297800
1166,118,346,3005780
1167,586,238,7551230
1168,66,897,766824
1169,23,994,1425405
1170,448,442,9692352
1171,209,1079,7411731
1172,581,544,6420367
1173,260,838,2539139
1174,481,1251,8877167
1175,85,250,1024524
1176,207,1257,9456389
1177,453,1265,8869290
1178,178,1421,712422
1179,607,415,6816533
1180,354,795,5398636
1181,182,464,7140982
1182,467,815,6292705
1183,308,399,8937222
1184,170,391,6437156
1185,230,1161,2765316
1186,362,131,4507428
1187,715,285,6435557
1188,88,254,6563075
1189,689,492,8038481
1190,518,991,7021259
1191,58,1053,4416373
1192,318,1267,5553829
1193,113,1289,7463419
1194,141,482,6012124
1195,148,532,3963164
1196,391,73,6723557
1197,384,1072,5027991
1198,14,152,8363987
1199,445,420,5135967
1200,129,1039,8575861
1201,170,1054,8683910
1202,279,494,1258168
1203,97,554,2987600
1204,29,1339,1338847
1205,218,1302,8719561
1206,344,326,642825
1207,664,1049,6670098
1208,179,127,94843
1209,140,419,820792
1210,711,190,1610172
1211,135,66,8980245
1212,66,1287,8576567
1213,62,1033,769026
1214,709,830,1442042
1215,71,1365,305784
1216,498,228,1223554
1217,79,1370,9081935
1218,141,198,4209174
1219,386,326,6124739
1220,451,1030,8814864
1221,300,237,3973996
1222,665,882,6779221
1223,269,531,2392419
1224,49,844,4031211
1225,700,1158,9755911
1226,645,860,6192870
1227,34,138,3606486
1228,266,192,9293754
1229,167,591,4294485
1230,298,962,5768021
1231,460,545,9096356
1232,99,981,8413485
1233,388,195,6170659
1234,537,377,9664019
1235,538,1410,3378893
1236,33,934,3983964
1237,220,604,7974933
1238,119,223,1101558
1239,594,1305,5105970
1240,243,411,5672139
1241,331,1159,4055780
1242,167,752,8361275
1243,298,832,1675259
1244,611,153,4106567
1245,500,57,4702480
1246,459,842,6187931
1247,590,1402,8959646
1248,8,1068,7433883
1249,667,1310,9853801
1250,28,30,6404297
1251,207,933,5859490
1252,228,300,5565837
1253,134,933,5685253
1254,266,371,8196983
1255,89,403,9736509
1256,313,760,7467039
1257,484,87,8347434
1258,24,40,3855692
1259,463,424,5722222
1260,187,720,5397139
1261,86,1203,1531249
1262,677,1164,7266886
1263,321,974,5992727
1264,504,189,652909
1265,422,1297,4574181
1266,562,52,872580
1267,365,1419,4498790
1268,154,832,471772
1269,250,9,4958734
1270,124,467,1538940
1271,560,1263,3518098
1272,402,885,6084156
1273,230,406,8021622
1274,13,1159,4453988
1275,667,512,4129092
1276,202,834,4814862
1277,235,558,5648149
1278,86,600,4303595
1279,264,1087,5286705
1280,546,1399,4379191
1281,76,616,9322639
1282,598,195,7075773
1283,548,570,1239292
1284,227,1295,7004422
1285,40,344,4953528
1286,421,161,1318868
1287,25,585,834904
1288,109,1163,9046837
1289,293,1140,9171778
1290,264,112,5044543
1291,357,228,9018663
1292,311,477,1201241
1293,12,795,3944563
1294,662,669,6929241
1295,160,860,5958095
1296,661,860,913171
1297,360,1407,3175494
1298,203,342,7501084
1299,171,93,668228
1300,280,738,4004611
1301,481,859,9625231
1302,454,616,3011189
1303,667,769,7796031
1304,489,2,9312162
1305,606,631,9926920
1306,533,625,5393713
1307,377,380,1598629
1308,543,1296,4921411
1309,500,691,4664870
1310,532,547,1989424
1311,1,648,4277430
1312,219,1135,8413352
1313,591,1192,2211376
1314,415,1203,8906215
1315,152,1157,5541534
1316,575,742,8198150
1317,359,1225,3845203
1318,505,1294,9120139
1319,282,1218,2864369
1320,200,1347,5908483
1321,404,699,7651572
1322,94,261,2843706
1323,264,1112,3210518
1324,329,244,9772324
1325,247,689,9518749
1326,49,258,818704
1327,171,1376,8816561
1328,417,583,4035126
1329,638,1292,5797892
1330,113,513,1310393
1331,276,797,6894490
1332,522,131,155002
1333,128,458,3661482
1334,480,436,1998357
